Institute,Department,Category,Round,Opening Rank,Closing Rank
IIT Mandi,ECE,OBC-NCL,6,2815,4441
IIT Mandi,ECE,SC,6,5075,6741
IIT Mandi,ECE,ST,6,6037,7168
IIT Mandi,EE,GEN,6,3036,4750
IIT Mandi,EE,GEN-EWS,6,3549,5292
IIT Mandi,EE,OBC-NCL,6,4132,5172
IIT Mandi,EE,SC,6,7476,8349
IIT Mandi,EE,ST,6,8942,10533
IIT Mandi,CE,GEN,6,4941,6814
IIT Mandi,CE,GEN-EWS,6,6039,7413
IIT Mandi,CE,OBC-NCL,6,7066,7678
IIT Mandi,CE,SC,6,12565,14232
IIT Mandi,CE,ST,6,14904,16103
IIT Mandi,ME,GEN,6,3907,5509
IIT Mandi,ME,GEN-EWS,6,4755,5749
IIT Mandi,ME,OBC-NCL,6,5667,7501
IIT Mandi,ME,SC,6,9925,10604
IIT Mandi,ME,ST,6,12035,12936
IIT Nagpur,CSE,GEN,6,525,1859
IIT Nagpur,CSE,GEN-EWS,6,675,1572
IIT Nagpur,CSE,OBC-NCL,6,709,2047
IIT Nagpur,CSE,SC,6,1208,2057
IIT Nagpur,CSE,ST,6,1447,3446
IIT Nagpur,ECE,GEN,6,1975,3751
IIT Nagpur,ECE,GEN-EWS,6,2449,3515
IIT Nagpur,ECE,OBC-NCL,6,2796,3630
IIT Nagpur,ECE,SC,6,4935,5767
IIT Nagpur,ECE,ST,6,6017,6635
IIT Nagpur,EE,GEN,6,3092,4934
IIT Nagpur,EE,GEN-EWS,6,3524,5320
IIT Nagpur,EE,OBC-NCL,6,4272,4894
IIT Nagpur,EE,SC,6,7468,8782
IIT Nagpur,EE,ST,6,8976,10437
IIT Nagpur,CE,GEN,6,5100,6859
IIT Nagpur,CE,GEN-EWS,6,5984,7739
IIT Nagpur,CE,OBC-NCL,6,6952,8608
IIT Nagpur,CE,SC,6,12466,13595
IIT Nagpur,CE,ST,6,14996,15807
IIT Nagpur,ME,GEN,6,3950,4952
IIT Nagpur,ME,GEN-EWS,6,4770,6490
IIT Nagpur,ME,OBC-NCL,6,5663,6844
IIT Nagpur,ME,SC,6,10027,10901
IIT Nagpur,ME,ST,6,12029,12889
IIT Palakkad,CSE,GEN,6,566,2053
IIT Palakkad,CSE,GEN-EWS,6,610,2280
IIT Palakkad,CSE,OBC-NCL,6,613,1262
IIT Palakkad,CSE,SC,6,1313,2460
IIT Palakkad,CSE,ST,6,1436,2755
IIT Palakkad,ECE,GEN,6,2075,3000
IIT Palakkad,ECE,GEN-EWS,6,2402,3448
IIT Palakkad,ECE,OBC-NCL,6,2777,4069
IIT Palakkad,ECE,SC,6,5091,6446
IIT Palakkad,ECE,ST,6,6089,7335
IIT Palakkad,EE,GEN,6,3019,4662
IIT Palakkad,EE,GEN-EWS,6,3637,5369
IIT Palakkad,EE,OBC-NCL,6,4146,4847
IIT Palakkad,EE,SC,6,7408,8281
IIT Palakkad,EE,ST,6,9084,10038
IIT Palakkad,CE,GEN,6,5085,6167
IIT Palakkad,CE,GEN-EWS,6,6000,7936
IIT Palakkad,CE,OBC-NCL,6,7009,7969
IIT Palakkad,CE,SC,6,12488,13594
IIT Palakkad,CE,ST,6,15018,16822
IIT Palakkad,ME,GEN,6,3983,5982
IIT Palakkad,ME,GEN-EWS,6,4779,5804
IIT Palakkad,ME,OBC-NCL,6,5569,7268
IIT Palakkad,ME,SC,6,10015,11220
IIT Palakkad,ME,ST,6,12066,13078
IIT Patna,CSE,GEN,6,514,2272
IIT Patna,CSE,GEN-EWS,6,579,1120
IIT Patna,CSE,OBC-NCL,6,627,2452
IIT Patna,CSE,SC,6,1154,2349
IIT Patna,CSE,ST,6,1438,2090
IIT Patna,ECE,GEN,6,2074,2835
IIT Patna,ECE,GEN-EWS,6,2403,4213
IIT Patna,ECE,OBC-NCL,6,2763,4738
IIT Patna,ECE,SC,6,4905,6169
IIT Patna,ECE,ST,6,5909,7378
IIT Patna,EE,GEN,6,3036,4122
IIT Patna,EE,GEN-EWS,6,3630,5455
IIT Patna,EE,OBC-NCL,6,4142,6034
IIT Patna,EE,SC,6,7488,8026
IIT Patna,EE,ST,6,9010,10216
IIT Patna,CE,GEN,6,5027,6122
IIT Patna,CE,GEN-EWS,6,6062,6999
IIT Patna,CE,OBC-NCL,6,6984,8015
IIT Patna,CE,SC,6,12455,13899
IIT Patna,CE,ST,6,14984,16199
IIT Patna,ME,GEN,6,3901,5219
IIT Patna,ME,GEN-EWS,6,4899,5483
IIT Patna,ME,OBC-NCL,6,5548,7128
IIT Patna,ME,SC,6,9918,11374
IIT Patna,ME,ST,6,12093,13156
IIT Roorkee,CSE,GEN,6,426,1314
IIT Roorkee,CSE,GEN-EWS,6,509,1449
IIT Roorkee,CSE,OBC-NCL,6,652,1641
IIT Roorkee,CSE,SC,6,1198,2567
IIT Roorkee,CSE,ST,6,1475,2288
IIT Roorkee,ECE,GEN,6,1996,3878
IIT Roorkee,ECE,GEN-EWS,6,2415,2928
IIT Roorkee,ECE,OBC-NCL,6,2802,4111
IIT Roorkee,ECE,SC,6,5097,6357
IIT Roorkee,ECE,ST,6,5907,6748
IIT Roorkee,EE,GEN,6,3022,4088
IIT Roorkee,EE,GEN-EWS,6,3587,5266
IIT Roorkee,EE,OBC-NCL,6,4107,5615
IIT Roorkee,EE,SC,6,7528,9312
IIT Roorkee,EE,ST,6,8912,9519
IIT Roorkee,CE,GEN,6,5070,6448
IIT Roorkee,CE,GEN-EWS,6,6024,6850
IIT Roorkee,CE,OBC-NCL,6,7039,7555
IIT Roorkee,CE,SC,6,12453,13267
IIT Roorkee,CE,ST,6,14967,15669
IIT Roorkee,ME,GEN,6,4019,4606
IIT Roorkee,ME,GEN-EWS,6,4851,5831
IIT Roorkee,ME,OBC-NCL,6,5669,6676
IIT Roorkee,ME,SC,6,10000,10589
IIT Roorkee,ME,ST,6,12056,13589
IIT Ropar,CSE,GEN,6,425,1911
IIT Ropar,CSE,GEN-EWS,6,510,2131
IIT Ropar,CSE,OBC-NCL,6,678,1551
IIT Ropar,CSE,SC,6,1195,1800
IIT Ropar,CSE,ST,6,1530,2234
IIT Ropar,ECE,GEN,6,2070,3557
IIT Ropar,ECE,GEN-EWS,6,2324,3073
IIT Ropar,ECE,OBC-NCL,6,2752,3338
IIT Ropar,ECE,SC,6,5035,5858
IIT Ropar,ECE,ST,6,5931,6759
IIT Ropar,EE,GEN,6,3008,3797
IIT Ropar,EE,GEN-EWS,6,3631,5356
IIT Ropar,EE,OBC-NCL,6,4118,6071
IIT Ropar,EE,SC,6,7567,8092
IIT Ropar,EE,ST,6,8945,10836
IIT Ropar,CE,GEN,6,4914,6601
IIT Ropar,CE,GEN-EWS,6,5993,6951
IIT Ropar,CE,OBC-NCL,6,7013,8116
IIT Ropar,CE,SC,6,12591,14512
IIT Ropar,CE,ST,6,14944,16821
IIT Ropar,ME,GEN,6,4057,5306
IIT Ropar,ME,GEN-EWS,6,4752,6302
IIT Ropar,ME,OBC-NCL,6,5623,6405
IIT Ropar,ME,SC,6,9994,11726
IIT Ropar,ME,ST,6,12031,13632
IIT Tirupati,CSE,GEN,6,423,2061
IIT Tirupati,CSE,GEN-EWS,6,551,1212
IIT Tirupati,CSE,OBC-NCL,6,679,2511
IIT Tirupati,CSE,SC,6,1345,2152
IIT Tirupati,CSE,ST,6,1502,3326
IIT Tirupati,ECE,GEN,6,2093,2644
IIT Tirupati,ECE,GEN-EWS,6,2380,2957
IIT Tirupati,ECE,OBC-NCL,6,2767,3345
IIT Tirupati,ECE,SC,6,5019,5539
IIT Tirupati,ECE,ST,6,6072,6998
IIT Tirupati,EE,GEN,6,3035,4635
IIT Tirupati,EE,GEN-EWS,6,3550,5429
IIT Tirupati,EE,OBC-NCL,6,4164,5029
IIT Tirupati,EE,SC,6,7419,8139
IIT Tirupati,EE,ST,6,9004,10016
IIT Tirupati,CE,GEN,6,4944,6817
IIT Tirupati,CE,GEN-EWS,6,6094,7342
IIT Tirupati,CE,OBC-NCL,6,6902,7965
IIT Tirupati,CE,SC,6,12511,13701
IIT Tirupati,CE,ST,6,14974,15506
IIT Tirupati,ME,GEN,6,3990,5835
IIT Tirupati,ME,GEN-EWS,6,4731,5485
IIT Tirupati,ME,OBC-NCL,6,5542,6222
IIT Tirupati,ME,SC,6,10088,11895
IIT Tirupati,ME,ST,6,12065,12946
