Round,Institute,Department,Category,Opening Rank,Closing Rank
6,NIT Patna,Computer Science and Engineering,GEN-EWS,11693,12767
6,NIT Patna,Electronics and Communication Engineering,GEN,5208,5663
6,NIT Patna,Electronics and Communication Engineering,OBC-NCL,3155,4763
6,NIT Patna,Electronics and Communication Engineering,SC,1874,4101
6,NIT Patna,Electronics and Communication Engineering,ST,2153,3308
6,NIT Patna,Electronics and Communication Engineering,GEN-EWS,14548,15701
6,NIT Patna,Mechanical Engineering,GEN,976,3185
6,NIT Patna,Mechanical Engineering,OBC-NCL,13402,13822
6,NIT Patna,Mechanical Engineering,SC,7001,9758
6,NIT Patna,Mechanical Engineering,ST,123,1628
6,NIT Patna,Mechanical Engineering,GEN-EWS,5330,5795
6,NIT Patna,Civil Engineering,GEN,7480,7859
6,NIT Patna,Civil Engineering,OBC-NCL,6753,7780
6,NIT Patna,Civil Engineering,SC,10388,12078
6,NIT Patna,Civil Engineering,ST,11732,11945
6,NIT Patna,Civil Engineering,GEN-EWS,14788,15111
6,NIT Patna,Electrical Engineering,GEN,9581,10140
6,NIT Patna,Electrical Engineering,OBC-NCL,10728,12972
6,NIT Patna,Electrical Engineering,SC,3072,4971
6,NIT Patna,Electrical Engineering,ST,8285,9301
6,NIT Patna,Electrical Engineering,GEN-EWS,7617,8409
1,NIT Puducherry,Computer Science and Engineering,GEN,2747,3072
1,NIT Puducherry,Computer Science and Engineering,OBC-NCL,10328,11460
1,NIT Puducherry,Computer Science and Engineering,SC,1105,3486
1,NIT Puducherry,Computer Science and Engineering,ST,821,1662
1,NIT Puducherry,Computer Science and Engineering,GEN-EWS,5965,8702
1,NIT Puducherry,Electronics and Communication Engineering,GEN,1725,3942
1,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,6443,6940
1,NIT Puducherry,Electronics and Communication Engineering,SC,2688,3907
1,NIT Puducherry,Electronics and Communication Engineering,ST,236,950
1,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,13819,14203
1,NIT Puducherry,Mechanical Engineering,GEN,6861,9760
1,NIT Puducherry,Mechanical Engineering,OBC-NCL,1979,2214
1,NIT Puducherry,Mechanical Engineering,SC,7700,7789
1,NIT Puducherry,Mechanical Engineering,ST,2990,3713
1,NIT Puducherry,Mechanical Engineering,GEN-EWS,3985,4629
1,NIT Puducherry,Civil Engineering,GEN,8413,8991
1,NIT Puducherry,Civil Engineering,OBC-NCL,12691,13908
1,NIT Puducherry,Civil Engineering,SC,3705,4236
1,NIT Puducherry,Civil Engineering,ST,81,591
1,NIT Puducherry,Civil Engineering,GEN-EWS,12032,14371
1,NIT Puducherry,Electrical Engineering,GEN,5391,7841
1,NIT Puducherry,Electrical Engineering,OBC-NCL,8686,10516
1,NIT Puducherry,Electrical Engineering,SC,2059,3277
1,NIT Puducherry,Electrical Engineering,ST,2364,4745
1,NIT Puducherry,Electrical Engineering,GEN-EWS,427,1296
2,NIT Puducherry,Computer Science and Engineering,GEN,11405,11824
2,NIT Puducherry,Computer Science and Engineering,OBC-NCL,656,858
2,NIT Puducherry,Computer Science and Engineering,SC,10020,12005
2,NIT Puducherry,Computer Science and Engineering,ST,2374,3552
2,NIT Puducherry,Computer Science and Engineering,GEN-EWS,9651,10233
2,NIT Puducherry,Electronics and Communication Engineering,GEN,11662,14495
2,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,4042,4988
2,NIT Puducherry,Electronics and Communication Engineering,SC,10486,13407
2,NIT Puducherry,Electronics and Communication Engineering,ST,9972,11117
2,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,4466,4649
2,NIT Puducherry,Mechanical Engineering,GEN,10995,11364
2,NIT Puducherry,Mechanical Engineering,OBC-NCL,6905,8531
2,NIT Puducherry,Mechanical Engineering,SC,10470,13208
2,NIT Puducherry,Mechanical Engineering,ST,3299,5136
2,NIT Puducherry,Mechanical Engineering,GEN-EWS,5793,8496
2,NIT Puducherry,Civil Engineering,GEN,9491,11175
2,NIT Puducherry,Civil Engineering,OBC-NCL,8859,11031
2,NIT Puducherry,Civil Engineering,SC,11439,12011
2,NIT Puducherry,Civil Engineering,ST,12353,13985
2,NIT Puducherry,Civil Engineering,GEN-EWS,11259,13559
2,NIT Puducherry,Electrical Engineering,GEN,13310,16299
2,NIT Puducherry,Electrical Engineering,OBC-NCL,6566,9161
2,NIT Puducherry,Electrical Engineering,SC,11696,14567
2,NIT Puducherry,Electrical Engineering,ST,7878,9968
2,NIT Puducherry,Electrical Engineering,GEN-EWS,13903,14352
3,NIT Puducherry,Computer Science and Engineering,GEN,14164,16863
3,NIT Puducherry,Computer Science and Engineering,OBC-NCL,8489,9618
3,NIT Puducherry,Computer Science and Engineering,SC,11134,11320
3,NIT Puducherry,Computer Science and Engineering,ST,6157,7425
3,NIT Puducherry,Computer Science and Engineering,GEN-EWS,2789,3019
3,NIT Puducherry,Electronics and Communication Engineering,GEN,4221,6382
3,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,1885,2155
3,NIT Puducherry,Electronics and Communication Engineering,SC,9400,10407
3,NIT Puducherry,Electronics and Communication Engineering,ST,10059,12902
3,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,6156,8914
3,NIT Puducherry,Mechanical Engineering,GEN,1082,3637
3,NIT Puducherry,Mechanical Engineering,OBC-NCL,7589,9467
3,NIT Puducherry,Mechanical Engineering,SC,831,3465
3,NIT Puducherry,Mechanical Engineering,ST,14526,16631
3,NIT Puducherry,Mechanical Engineering,GEN-EWS,3150,3238
3,NIT Puducherry,Civil Engineering,GEN,9337,10467
3,NIT Puducherry,Civil Engineering,OBC-NCL,8661,10609
3,NIT Puducherry,Civil Engineering,SC,12760,13320
3,NIT Puducherry,Civil Engineering,ST,1443,2892
3,NIT Puducherry,Civil Engineering,GEN-EWS,5659,8526
3,NIT Puducherry,Electrical Engineering,GEN,9331,12211
3,NIT Puducherry,Electrical Engineering,OBC-NCL,12346,13705
3,NIT Puducherry,Electrical Engineering,SC,5970,7088
3,NIT Puducherry,Electrical Engineering,ST,7617,10043
3,NIT Puducherry,Electrical Engineering,GEN-EWS,12174,13572
4,NIT Puducherry,Computer Science and Engineering,GEN,11801,13287
4,NIT Puducherry,Computer Science and Engineering,OBC-NCL,111,673
4,NIT Puducherry,Computer Science and Engineering,SC,4949,6938
4,NIT Puducherry,Computer Science and Engineering,ST,1001,1464
4,NIT Puducherry,Computer Science and Engineering,GEN-EWS,7927,10806
4,NIT Puducherry,Electronics and Communication Engineering,GEN,9475,11947
4,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,4661,6674
4,NIT Puducherry,Electronics and Communication Engineering,SC,7528,9502
4,NIT Puducherry,Electronics and Communication Engineering,ST,3558,3642
4,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,13667,14152
4,NIT Puducherry,Mechanical Engineering,GEN,14010,14683
4,NIT Puducherry,Mechanical Engineering,OBC-NCL,12509,12926
4,NIT Puducherry,Mechanical Engineering,SC,1876,3737
4,NIT Puducherry,Mechanical Engineering,ST,9580,10391
4,NIT Puducherry,Mechanical Engineering,GEN-EWS,10520,12379
4,NIT Puducherry,Civil Engineering,GEN,11141,12793
4,NIT Puducherry,Civil Engineering,OBC-NCL,5830,7873
4,NIT Puducherry,Civil Engineering,SC,14816,15141
4,NIT Puducherry,Civil Engineering,ST,3811,4353
4,NIT Puducherry,Civil Engineering,GEN-EWS,9848,10931
4,NIT Puducherry,Electrical Engineering,GEN,10606,13074
4,NIT Puducherry,Electrical Engineering,OBC-NCL,7838,8941
4,NIT Puducherry,Electrical Engineering,SC,10120,13082
4,NIT Puducherry,Electrical Engineering,ST,4804,7038
4,NIT Puducherry,Electrical Engineering,GEN-EWS,12585,14481
5,NIT Puducherry,Computer Science and Engineering,GEN,4581,5844
5,NIT Puducherry,Computer Science and Engineering,OBC-NCL,3759,5533
5,NIT Puducherry,Computer Science and Engineering,SC,4856,7212
5,NIT Puducherry,Computer Science and Engineering,ST,1681,1948
5,NIT Puducherry,Computer Science and Engineering,GEN-EWS,12480,14905
5,NIT Puducherry,Electronics and Communication Engineering,GEN,2830,3004
5,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,1680,1924
5,NIT Puducherry,Electronics and Communication Engineering,SC,1128,2777
5,NIT Puducherry,Electronics and Communication Engineering,ST,12544,13926
5,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,4623,6012
5,NIT Puducherry,Mechanical Engineering,GEN,4660,7150
5,NIT Puducherry,Mechanical Engineering,OBC-NCL,2461,4036
5,NIT Puducherry,Mechanical Engineering,SC,14111,16700
5,NIT Puducherry,Mechanical Engineering,ST,13444,16244
5,NIT Puducherry,Mechanical Engineering,GEN-EWS,6236,8986
5,NIT Puducherry,Civil Engineering,GEN,3009,4887
5,NIT Puducherry,Civil Engineering,OBC-NCL,6211,7449
5,NIT Puducherry,Civil Engineering,SC,3951,6200
5,NIT Puducherry,Civil Engineering,ST,13885,16379
5,NIT Puducherry,Civil Engineering,GEN-EWS,13555,14608
5,NIT Puducherry,Electrical Engineering,GEN,10733,11105
5,NIT Puducherry,Electrical Engineering,OBC-NCL,2367,3075
5,NIT Puducherry,Electrical Engineering,SC,3006,5566
5,NIT Puducherry,Electrical Engineering,ST,6796,8949
5,NIT Puducherry,Electrical Engineering,GEN-EWS,5599,6990
6,NIT Puducherry,Computer Science and Engineering,GEN,2291,3017
6,NIT Puducherry,Computer Science and Engineering,OBC-NCL,7083,9401
6,NIT Puducherry,Computer Science and Engineering,SC,6496,7002
6,NIT Puducherry,Computer Science and Engineering,ST,10007,12291
6,NIT Puducherry,Computer Science and Engineering,GEN-EWS,11938,13654
6,NIT Puducherry,Electronics and Communication Engineering,GEN,8469,10994
6,NIT Puducherry,Electronics and Communication Engineering,OBC-NCL,7729,7886
6,NIT Puducherry,Electronics and Communication Engineering,SC,1326,2833
6,NIT Puducherry,Electronics and Communication Engineering,ST,10532,11772
6,NIT Puducherry,Electronics and Communication Engineering,GEN-EWS,6070,6624
6,NIT Puducherry,Mechanical Engineering,GEN,3991,4470
6,NIT Puducherry,Mechanical Engineering,OBC-NCL,2953,4855
6,NIT Puducherry,Mechanical Engineering,SC,6062,6861
6,NIT Puducherry,Mechanical Engineering,ST,3416,3622
6,NIT Puducherry,Mechanical Engineering,GEN-EWS,5323,7610
6,NIT Puducherry,Civil Engineering,GEN,2901,3301
6,NIT Puducherry,Civil Engineering,OBC-NCL,12760,13519
6,NIT Puducherry,Civil Engineering,SC,9346,11820
6,NIT Puducherry,Civil Engineering,ST,86,2691
6,NIT Puducherry,Civil Engineering,GEN-EWS,183,391
6,NIT Puducherry,Electrical Engineering,GEN,3966,4587
6,NIT Puducherry,Electrical Engineering,OBC-NCL,9277,11420
6,NIT Puducherry,Electrical Engineering,SC,3924,3976
6,NIT Puducherry,Electrical Engineering,ST,4693,5722
6,NIT Puducherry,Electrical Engineering,GEN-EWS,7174,8696
1,NIT Raipur,Computer Science and Engineering,GEN,8737,9190
1,NIT Raipur,Computer Science and Engineering,OBC-NCL,1537,3853
1,NIT Raipur,Computer Science and Engineering,SC,10245,12363
1,NIT Raipur,Computer Science and Engineering,ST,2272,2796
1,NIT Raipur,Computer Science and Engineering,GEN-EWS,12950,13763
1,NIT Raipur,Electronics and Communication Engineering,GEN,14662,15542
1,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,8908,10451
1,NIT Raipur,Electronics and Communication Engineering,SC,3145,4474
1,NIT Raipur,Electronics and Communication Engineering,ST,3907,5947
1,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,13938,14447
1,NIT Raipur,Mechanical Engineering,GEN,8076,10642
1,NIT Raipur,Mechanical Engineering,OBC-NCL,860,1495
1,NIT Raipur,Mechanical Engineering,SC,10155,11156
1,NIT Raipur,Mechanical Engineering,ST,7798,7973
1,NIT Raipur,Mechanical Engineering,GEN-EWS,14447,16687
1,NIT Raipur,Civil Engineering,GEN,3662,4306
1,NIT Raipur,Civil Engineering,OBC-NCL,2533,3822
1,NIT Raipur,Civil Engineering,SC,9913,10563
1,NIT Raipur,Civil Engineering,ST,288,764
1,NIT Raipur,Civil Engineering,GEN-EWS,2110,2660
1,NIT Raipur,Electrical Engineering,GEN,12715,13232
1,NIT Raipur,Electrical Engineering,OBC-NCL,8244,10175
1,NIT Raipur,Electrical Engineering,SC,12260,12712
1,NIT Raipur,Electrical Engineering,ST,11319,12238
1,NIT Raipur,Electrical Engineering,GEN-EWS,9266,11053
2,NIT Raipur,Computer Science and Engineering,GEN,13894,15853
2,NIT Raipur,Computer Science and Engineering,OBC-NCL,960,3105
2,NIT Raipur,Computer Science and Engineering,SC,13485,14871
2,NIT Raipur,Computer Science and Engineering,ST,11739,12892
2,NIT Raipur,Computer Science and Engineering,GEN-EWS,2257,4726
2,NIT Raipur,Electronics and Communication Engineering,GEN,5156,7369
2,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,12080,14690
2,NIT Raipur,Electronics and Communication Engineering,SC,9362,11029
2,NIT Raipur,Electronics and Communication Engineering,ST,13539,14550
2,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,5821,7946
2,NIT Raipur,Mechanical Engineering,GEN,10191,12232
2,NIT Raipur,Mechanical Engineering,OBC-NCL,13042,15059
2,NIT Raipur,Mechanical Engineering,SC,11165,14034
2,NIT Raipur,Mechanical Engineering,ST,3279,3811
2,NIT Raipur,Mechanical Engineering,GEN-EWS,10974,12140
2,NIT Raipur,Civil Engineering,GEN,3912,6497
2,NIT Raipur,Civil Engineering,OBC-NCL,4898,5863
2,NIT Raipur,Civil Engineering,SC,1382,3815
2,NIT Raipur,Civil Engineering,ST,4282,6351
2,NIT Raipur,Civil Engineering,GEN-EWS,2376,3299
2,NIT Raipur,Electrical Engineering,GEN,1171,1410
2,NIT Raipur,Electrical Engineering,OBC-NCL,14539,17377
2,NIT Raipur,Electrical Engineering,SC,3242,4153
2,NIT Raipur,Electrical Engineering,ST,11215,13843
2,NIT Raipur,Electrical Engineering,GEN-EWS,2891,5583
3,NIT Raipur,Computer Science and Engineering,GEN,6178,6676
3,NIT Raipur,Computer Science and Engineering,OBC-NCL,3595,6321
3,NIT Raipur,Computer Science and Engineering,SC,12177,14740
3,NIT Raipur,Computer Science and Engineering,ST,6694,8295
3,NIT Raipur,Computer Science and Engineering,GEN-EWS,8173,11062
3,NIT Raipur,Electronics and Communication Engineering,GEN,2345,4381
3,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,8283,10290
3,NIT Raipur,Electronics and Communication Engineering,SC,14704,15293
3,NIT Raipur,Electronics and Communication Engineering,ST,1359,2955
3,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,10594,11156
3,NIT Raipur,Mechanical Engineering,GEN,3742,5211
3,NIT Raipur,Mechanical Engineering,OBC-NCL,12892,13688
3,NIT Raipur,Mechanical Engineering,SC,4894,6487
3,NIT Raipur,Mechanical Engineering,ST,12865,14517
3,NIT Raipur,Mechanical Engineering,GEN-EWS,9774,10790
3,NIT Raipur,Civil Engineering,GEN,4050,5462
3,NIT Raipur,Civil Engineering,OBC-NCL,1233,2371
3,NIT Raipur,Civil Engineering,SC,7459,8422
3,NIT Raipur,Civil Engineering,ST,13092,15680
3,NIT Raipur,Civil Engineering,GEN-EWS,2262,3548
3,NIT Raipur,Electrical Engineering,GEN,7989,9841
3,NIT Raipur,Electrical Engineering,OBC-NCL,768,1216
3,NIT Raipur,Electrical Engineering,SC,556,2143
3,NIT Raipur,Electrical Engineering,ST,2128,3670
3,NIT Raipur,Electrical Engineering,GEN-EWS,12494,14445
4,NIT Raipur,Computer Science and Engineering,GEN,11278,13969
4,NIT Raipur,Computer Science and Engineering,OBC-NCL,11426,13619
4,NIT Raipur,Computer Science and Engineering,SC,12802,15408
4,NIT Raipur,Computer Science and Engineering,ST,8672,11178
4,NIT Raipur,Computer Science and Engineering,GEN-EWS,1184,1741
4,NIT Raipur,Electronics and Communication Engineering,GEN,3619,5368
4,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,11886,12178
4,NIT Raipur,Electronics and Communication Engineering,SC,4040,4668
4,NIT Raipur,Electronics and Communication Engineering,ST,10851,12309
4,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,1863,3985
4,NIT Raipur,Mechanical Engineering,GEN,1789,1970
4,NIT Raipur,Mechanical Engineering,OBC-NCL,2036,4883
4,NIT Raipur,Mechanical Engineering,SC,3040,5389
4,NIT Raipur,Mechanical Engineering,ST,7132,8666
4,NIT Raipur,Mechanical Engineering,GEN-EWS,8859,10154
4,NIT Raipur,Civil Engineering,GEN,11650,13665
4,NIT Raipur,Civil Engineering,OBC-NCL,14678,14831
4,NIT Raipur,Civil Engineering,SC,3309,5193
4,NIT Raipur,Civil Engineering,ST,13344,13425
4,NIT Raipur,Civil Engineering,GEN-EWS,12918,13556
4,NIT Raipur,Electrical Engineering,GEN,2076,2378
4,NIT Raipur,Electrical Engineering,OBC-NCL,11111,11664
4,NIT Raipur,Electrical Engineering,SC,2413,3027
4,NIT Raipur,Electrical Engineering,ST,3089,5600
4,NIT Raipur,Electrical Engineering,GEN-EWS,472,3070
5,NIT Raipur,Computer Science and Engineering,GEN,9098,10029
5,NIT Raipur,Computer Science and Engineering,OBC-NCL,871,2348
5,NIT Raipur,Computer Science and Engineering,SC,772,2407
5,NIT Raipur,Computer Science and Engineering,ST,8011,8929
5,NIT Raipur,Computer Science and Engineering,GEN-EWS,6936,7328
5,NIT Raipur,Electronics and Communication Engineering,GEN,1799,2018
5,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,28,131
5,NIT Raipur,Electronics and Communication Engineering,SC,11518,12140
5,NIT Raipur,Electronics and Communication Engineering,ST,14568,14771
5,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,5181,5936
5,NIT Raipur,Mechanical Engineering,GEN,9916,12423
5,NIT Raipur,Mechanical Engineering,OBC-NCL,6430,6587
5,NIT Raipur,Mechanical Engineering,SC,13666,15156
5,NIT Raipur,Mechanical Engineering,ST,1931,2818
5,NIT Raipur,Mechanical Engineering,GEN-EWS,7767,10154
5,NIT Raipur,Civil Engineering,GEN,6015,9004
5,NIT Raipur,Civil Engineering,OBC-NCL,11521,12146
5,NIT Raipur,Civil Engineering,SC,10904,11797
5,NIT Raipur,Civil Engineering,ST,11429,13114
5,NIT Raipur,Civil Engineering,GEN-EWS,7947,8466
5,NIT Raipur,Electrical Engineering,GEN,6132,8920
5,NIT Raipur,Electrical Engineering,OBC-NCL,1727,4127
5,NIT Raipur,Electrical Engineering,SC,4218,4798
5,NIT Raipur,Electrical Engineering,ST,6891,8234
5,NIT Raipur,Electrical Engineering,GEN-EWS,8897,9959
6,NIT Raipur,Computer Science and Engineering,GEN,239,2756
6,NIT Raipur,Computer Science and Engineering,OBC-NCL,2885,4641
6,NIT Raipur,Computer Science and Engineering,SC,12818,15168
6,NIT Raipur,Computer Science and Engineering,ST,14054,16364
6,NIT Raipur,Computer Science and Engineering,GEN-EWS,3742,6503
6,NIT Raipur,Electronics and Communication Engineering,GEN,8643,10057
6,NIT Raipur,Electronics and Communication Engineering,OBC-NCL,10884,12023
6,NIT Raipur,Electronics and Communication Engineering,SC,9801,12127
6,NIT Raipur,Electronics and Communication Engineering,ST,5172,6868
6,NIT Raipur,Electronics and Communication Engineering,GEN-EWS,10035,12538
6,NIT Raipur,Mechanical Engineering,GEN,12670,14029
6,NIT Raipur,Mechanical Engineering,OBC-NCL,9654,11016
6,NIT Raipur,Mechanical Engineering,SC,9465,10040
6,NIT Raipur,Mechanical Engineering,ST,13525,15903
6,NIT Raipur,Mechanical Engineering,GEN-EWS,11366,13953
6,NIT Raipur,Civil Engineering,GEN,14108,16498
6,NIT Raipur,Civil Engineering,OBC-NCL,8695,10493
6,NIT Raipur,Civil Engineering,SC,3435,3919
6,NIT Raipur,Civil Engineering,ST,3555,4308
6,NIT Raipur,Civil Engineering,GEN-EWS,12387,13644
6,NIT Raipur,Electrical Engineering,GEN,2038,2953
6,NIT Raipur,Electrical Engineering,OBC-NCL,2344,5129
6,NIT Raipur,Electrical Engineering,SC,10060,11841
6,NIT Raipur,Electrical Engineering,ST,1043,1715
6,NIT Raipur,Electrical Engineering,GEN-EWS,11247,12759
1,NIT Rourkela,Computer Science and Engineering,GEN,3592,4489
1,NIT Rourkela,Computer Science and Engineering,OBC-NCL,4073,4388
1,NIT Rourkela,Computer Science and Engineering,SC,3941,4148
1,NIT Rourkela,Computer Science and Engineering,ST,3467,5412
1,NIT Rourkela,Computer Science and Engineering,GEN-EWS,6622,8442
1,NIT Rourkela,Electronics and Communication Engineering,GEN,12539,12926
1,NIT Rourkela,Electronics and Communication Engineering,OBC-NCL,11071,13067
1,NIT Rourkela,Electronics and Communication Engineering,SC,2564,5268
1,NIT Rourkela,Electronics and Communication Engineering,ST,13580,15924
1,NIT Rourkela,Electronics and Communication Engineering,GEN-EWS,8858,9728
1,NIT Rourkela,Mechanical Engineering,GEN,2799,3547
1,NIT Rourkela,Mechanical Engineering,OBC-NCL,11128,11233
1,NIT Rourkela,Mechanical Engineering,SC,826,1210
1,NIT Rourkela,Mechanical Engineering,ST,10431,10731
1,NIT Rourkela,Mechanical Engineering,GEN-EWS,2750,3868
1,NIT Rourkela,Civil Engineering,GEN,1385,1509
1,NIT Rourkela,Civil Engineering,OBC-NCL,6215,6782
1,NIT Rourkela,Civil Engineering,SC,9043,10834
1,NIT Rourkela,Civil Engineering,ST,2853,3217
1,NIT Rourkela,Civil Engineering,GEN-EWS,4070,6710
